Title,trackId,Popularity,Artist,artistId,Top Year,Genre,Speechiness,Acousticness,Liveness,Danceability,Energy,Loudness,Valence,Duration,BPM,ImageURL,SpotifyURL,Release Date
How Deep is Your Love,22mek4IiqubGD9ctzxc69s,76,Calvin Harris,7CajNmpbOovFoOoasH2HaY,2015,dance pop,0.0731,0.0392,0.388,0.738,0.868,-4.373,0.336,212640,122.003,https://i.scdn.co/image/ab67616d0000b273f4956c3ceefc6fa1cffc6da6,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s,2015
Closer,3h5IIiL9vK5aR0DZO6jD7D,57,Lemaitre,4CTKqs11Zgsv8EZTVzx764,2015,norwegian pop,0.0337,0.0012,0.124,0.583,0.785,-3.991,0.355,270589,91.977,https://i.scdn.co/image/ab67616d0000b2733d032d3653955186330aab1b,https://open.spotify.com/track/3h5IIiL9vK5aR0DZO6jD7D,2017
"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",2S5LNtRVRPbXk01yRQ14sZ,66,Flo Rida,0jnsk9HBra6NMjO2oANoPY,2015,dance pop,0.141,0.0242,0.0793,0.854,0.766,-4.697,0.784,224258,118.004,https://i.scdn.co/image/ab67616d0000b2737947bf3e8af32378de181b41,https://open.spotify.com/track/2S5LNtRVRPbXk01yRQ14sZ,2015
Spirits,1VyiUi0mRnSKgtHa5dBoUd,71,The Strumbellas,6ujr1NkqbZpYOhquczUUfl,2015,canadian indie,0.0265,0.17,0.113,0.556,0.657,-6.075,0.79,203653,80.529,https://i.scdn.co/image/ab67616d0000b273ad4ffe5582ca7665fb08a0fa,https://open.spotify.com/track/1VyiUi0mRnSKgtHa5dBoUd,2016
When We Were Young,7GgWAITsYJaRM3r50rfh5w,74,Adele,4dpARuHxo51G3z768sgnrY,2015,british soul,0.0496,0.303,0.095,0.376,0.595,-5.936,0.265,290900,144.361,https://i.scdn.co/image/ab67616d0000b2732e88d7f65e6bea2a05202c14,https://open.spotify.com/track/7GgWAITsYJaRM3r50rfh5w,2015
Do You Remember,7i9mpmiDjJaemfUHDI7lBP,33,Jarryd James,23IZADrJHPStZ6aMxJVq3s,2015,australian alternative pop,0.0584,0.169,0.124,0.662,0.334,-10.012,0.315,234427,72.014,https://i.scdn.co/image/ab67616d0000b2733d224b07c8072575b88679bd,https://open.spotify.com/track/7i9mpmiDjJaemfUHDI7lBP,2015
Never Forget You,6hmhG1b4LEyNuashVvuIAo,73,Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,2015,dance pop,0.0457,0.00312,0.269,0.583,0.732,-5.728,0.276,213428,145.992,https://i.scdn.co/image/ab67616d0000b2739e1683774b22648f4f178ed3,https://open.spotify.com/track/6hmhG1b4LEyNuashVvuIAo,2017
Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,79,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,2015,dance pop,0.0434,0.4,0.177,0.63,0.53,-7.259,0.417,225053,108.038,https://i.scdn.co/image/ab67616d0000b2733b11178cccd78ec77fc12dbc,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW,2015
Easy Love,5s7xgzXtmY4gMjeSlgisjy,65,Sigala,1IueXOQyABrMOprrzwQJWN,2015,dance pop,0.0631,0.175,0.117,0.68,0.942,-4.208,0.647,229813,123.976,https://i.scdn.co/image/ab67616d0000b273681d6da9a0ab5ff23fadf0f9,https://open.spotify.com/track/5s7xgzXtmY4gMjeSlgisjy,2018
Black Magic,6rmXhRIemCTPyMYZRDN7Qg,74,Little Mix,3e7awlrlDSwF3iM0WBjGMp,2015,dance pop,0.0575,0.0343,0.314,0.776,0.875,-5.535,0.849,211786,111.988,https://i.scdn.co/image/ab67616d0000b273995994477ea1ae8097978bf8,https://open.spotify.com/track/6rmXhRIemCTPyMYZRDN7Qg,2015
Five More Hours,3MOECVkNshqHYTPt5DZcdN,69,Deorro,6VD4UEUPvtsemqD3mmTqCR,2015,dance pop,0.219,0.0288,0.817,0.699,0.883,-3.226,0.499,211975,127.961,https://i.scdn.co/image/ab67616d0000b2730af7d2a11ca7c19ec985cafc,https://open.spotify.com/track/3MOECVkNshqHYTPt5DZcdN,2017
Lot to Learn,3TRFq09DUgYj1mug6RRqJW,59,Luke Christopher,787bCXOIvGeBw0Bc4kEjhD,2015,indie pop rap,0.195,0.0948,0.0666,0.405,0.846,-3.57,0.602,248337,82.232,https://i.scdn.co/image/ab67616d0000b2733f0bd8f231c9b6433be929b1,https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW,2015
On My Mind,5a7NdkF09AfD0H607eiOkX,65,Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,2015,dance pop,0.0543,0.258,0.0879,0.702,0.705,-6.666,0.743,213445,154.911,https://i.scdn.co/image/ab67616d0000b2736bdee14242f244d9d6ddf2fd,https://open.spotify.com/track/5a7NdkF09AfD0H607eiOkX,2015
Let It All Go,70K0ezmzYEZeqoSaZMyP7o,67,Birdy,2WX2uTcsvV5OnS0inACecP,2015,pop,0.0302,0.817,0.0869,0.383,0.43,-8.644,0.174,280757,107.005,https://i.scdn.co/image/ab67616d0000b27305d6be4925919ca436076ad9,https://open.spotify.com/track/70K0ezmzYEZeqoSaZMyP7o,2015
Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA,82,WALK THE MOON,6DIS6PRrLS3wbnZsf7vYic,2015,dance rock,0.0619,0.00701,0.257,0.578,0.866,-3.804,0.619,199080,128.038,https://i.scdn.co/image/ab67616d0000b27343294cfa2688055c9d821bf3,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA,2014
Starboy,7MXVkk9YMctZqd1Srtv4MB,89,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,2016,canadian contemporary r&b,0.276,0.141,0.137,0.679,0.587,-7.015,0.486,230453,186.003,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,2016
One Dance,1zi7xx7UVEFkmKfv06H8x0,85,Drake,3TVXtAsR1Inumwj472S9r4,2016,canadian hip hop,0.0536,0.00776,0.329,0.792,0.625,-5.609,0.37,173987,103.967,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0,2016
Love Yourself,50kpGaPAhYJ3sGmk6vplg0,83,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2016,canadian pop,0.438,0.835,0.28,0.609,0.378,-9.828,0.515,233720,100.418,https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0,2015
Closer,7BKLCZ1jbUBVqRi2FVlTVw,84,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,2016,dance pop,0.0338,0.414,0.111,0.748,0.524,-5.599,0.661,244960,95.01,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2016
Hello,62PaSfnXSMyLshYJrlTuL3,72,Adele,4dpARuHxo51G3z768sgnrY,2016,british soul,0.0305,0.33,0.0854,0.578,0.43,-6.134,0.288,295502,78.991,https://i.scdn.co/image/ab67616d0000b2732e88d7f65e6bea2a05202c14,https://open.spotify.com/track/62PaSfnXSMyLshYJrlTuL3,2015
Panda,5YEOzOojehCqxGQCcQiyR4,69,Desiigner,7pFeBzX627ff0VnN6bxPR4,2016,pop rap,0.449,0.028,0.366,0.576,0.766,-4.943,0.236,246761,144.833,https://i.scdn.co/image/ab67616d0000b273c598ea6ec584cafb062cafdf,https://open.spotify.com/track/5YEOzOojehCqxGQCcQiyR4,2016
Wait a Minute!,0y60itmpH0aPKsFiGxmtnh,83,WILLOW,3rWZHrfrsPBxVy692yAIxF,2016,afrofuturism,0.0278,0.0371,0.0943,0.764,0.705,-5.279,0.672,196520,101.003,https://i.scdn.co/image/ab67616d0000b2736ee651e65c3766d80e7fcab7,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh,2015
Cheap Thrills (feat. Sean Paul),6b3b7lILUJqXcp6w9wNQSm,67,Sia,5WUlDfRSoLAfcVSX1WnrxN,2016,australian dance,0.215,0.0561,0.0775,0.592,0.8,-4.931,0.728,224813,89.972,https://i.scdn.co/image/ab67616d0000b2739f5a5f3d50cd3939ba8e465c,https://open.spotify.com/track/6b3b7lILUJqXcp6w9wNQSm,2016
Pink + White,3xKsf9qdS1CyvXSMEid6g8,85,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,2016,hip hop,0.107,0.667,0.417,0.545,0.545,-7.362,0.549,184516,159.94,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,https://open.spotify.com/track/3xKsf9qdS1CyvXSMEid6g8,2016
Work,72TFWvU3wUYdUuxejTTIzt,75,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,2016,barbadian pop,0.0946,0.0752,0.0919,0.725,0.534,-6.238,0.558,219320,91.974,https://i.scdn.co/image/ab67616d0000b27333c6b920eabcf4c00d7a1093,https://open.spotify.com/track/72TFWvU3wUYdUuxejTTIzt,2016
All My Friends (feat. Tinashe & Chance the Rapper),6TaqooOXAEcijL6G1AWS2K,70,Snakehips,2FwJwEswyIUAljqgjNSHgP,2016,edm,0.141,0.12,0.108,0.681,0.521,-5.849,0.181,229747,94.997,https://i.scdn.co/image/ab67616d0000b273b7c1b8d64563e06b4b0c7919,https://open.spotify.com/track/6TaqooOXAEcijL6G1AWS2K,2015
Sorry,09CtPGIpYB4BrO8qb1RGsF,81,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2016,canadian pop,0.045,0.0797,0.299,0.654,0.76,-3.669,0.41,200787,99.945,https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,https://open.spotify.com/track/09CtPGIpYB4BrO8qb1RGsF,2015
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",1WkMMavIMc4JZ8cfMmxHkI,72,Justin Timberlake,31TPClRtHm23RisEBtV3X7,2016,dance pop,0.0682,0.0106,0.0968,0.669,0.832,-5.721,0.7,237547,113.035,https://i.scdn.co/image/ab67616d0000b273d965d29d7dcf46ade5a8a7e4,https://open.spotify.com/track/1WkMMavIMc4JZ8cfMmxHkI,2016
Don't,3pXF1nA74528Edde4of9CC,83,Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,2016,kentucky hip hop,0.195,0.223,0.0963,0.765,0.356,-5.556,0.189,198293,96.991,https://i.scdn.co/image/ab67616d0000b273d5f3cea8affdca01a0dc754f,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC,2015
Trouble,5n0CTysih20NYdT2S0Wpe8,71,Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3,2016,modern rock,0.0302,0.392,0.0992,0.47,0.623,-5.655,0.298,225973,77.861,https://i.scdn.co/image/ab67616d0000b273e7dd69ac32cf313fde62cbad,https://open.spotify.com/track/5n0CTysih20NYdT2S0Wpe8,2015
Alaska,4HfLQJtVT1KiX1eVedDyTm,66,Maggie Rogers,4NZvixzsSefsNiIqXn0NDe,2016,indie pop,0.0507,0.411,0.108,0.847,0.386,-10.668,0.178,188000,104.001,https://i.scdn.co/image/ab67616d0000b273d658a02ba8931985bdc4e0da,https://open.spotify.com/track/4HfLQJtVT1KiX1eVedDyTm,2019
Say It,2Gyc6e2cLxA5hoX1NOvYnU,74,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,2016,canadian hip hop,0.0583,0.0862,0.124,0.546,0.529,-10.511,0.247,237787,107.331,https://i.scdn.co/image/ab67616d0000b2739f7ce2227875fd3d645fb5d6,https://open.spotify.com/track/2Gyc6e2cLxA5hoX1NOvYnU,2016
You & Me,7yCqehT9dKACTFy7YugP0J,61,Marc E. Bassy,3tQx1LPXbsYjE9VwN1Peaa,2016,pop,0.275,0.0413,0.188,0.449,0.635,-8.301,0.608,218493,84.414,https://i.scdn.co/image/ab67616d0000b27314bdd6eb2d059232add0a0a8,https://open.spotify.com/track/7yCqehT9dKACTFy7YugP0J,2017
Sorry,0lnIJmgcUpEpe4AZACjayW,66,Beyoncé,6vWDO969PvNqNYHIOW5v0m,2016,dance pop,0.0535,0.00175,0.253,0.775,0.598,-7.274,0.356,232560,129.988,https://i.scdn.co/image/ab67616d0000b27389992f4d7d4ab94937bf9e23,https://open.spotify.com/track/0lnIJmgcUpEpe4AZACjayW,2016
Never Be Like You (feat. Kai),5WI2ltQIdwgzf1SNE76JyR,66,Flume,6nxWCVXbOlEVRexSbLsTer,2016,australian dance,0.0602,0.453,0.152,0.444,0.557,-5.476,0.296,234910,115.058,https://i.scdn.co/image/ab67616d0000b273750d4a1b362296d1b815a223,https://open.spotify.com/track/5WI2ltQIdwgzf1SNE76JyR,2016
Somebody Else,5hc71nKsUgtwQ3z52KEKQk,72,The 1975,3mIj9lX2MWuHmhNCA7LSCW,2016,modern alternative rock,0.0585,0.195,0.153,0.61,0.788,-5.724,0.472,347520,101.045,https://i.scdn.co/image/ab67616d0000b273d3de03550f715df1ea7e0c08,https://open.spotify.com/track/5hc71nKsUgtwQ3z52KEKQk,2016
Needed Me,4pAl7FkDMNBsjykPXo91B3,81,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,2016,barbadian pop,0.244,0.11,0.0825,0.671,0.314,-8.091,0.296,191600,110.898,https://i.scdn.co/image/ab67616d0000b27333c6b920eabcf4c00d7a1093,https://open.spotify.com/track/4pAl7FkDMNBsjykPXo91B3,2016
Ophelia,3d8y0t70g7hw2FOWl9Z4Fm,75,The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,2016,folk-pop,0.0277,0.613,0.0857,0.664,0.573,-6.519,0.566,160097,76.023,https://i.scdn.co/image/ab67616d0000b273cd34380a48c22de3d0e475de,https://open.spotify.com/track/3d8y0t70g7hw2FOWl9Z4Fm,2016
Exchange,43PuMrRfbyyuz4QpZ3oAwN,78,Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,2016,kentucky hip hop,0.185,0.107,0.135,0.525,0.433,-10.598,0.276,194613,160.108,https://i.scdn.co/image/ab67616d0000b273d5f3cea8affdca01a0dc754f,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN,2015
Hurts So Good,46u5B2WN4wryYLZuMAOmI4,71,Astrid S,3AVfmawzu83sp94QW7CEGm,2016,alt z,0.0468,0.0774,0.0934,0.672,0.625,-5.068,0.423,208729,120.038,https://i.scdn.co/image/ab67616d0000b273d1bc0ae272f8d507108b683e,https://open.spotify.com/track/46u5B2WN4wryYLZuMAOmI4,2021
Too Good,3BtuIIrQlkujKPuWF2B85z,74,Drake,3TVXtAsR1Inumwj472S9r4,2016,canadian hip hop,0.104,0.0489,0.1,0.794,0.653,-7.839,0.397,263373,117.996,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,https://open.spotify.com/track/3BtuIIrQlkujKPuWF2B85z,2016
Here,664gdARxaClFsoF5SXKOws,65,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,2016,canadian contemporary r&b,0.104,0.0783,0.0841,0.376,0.822,-3.974,0.327,199453,120.493,https://i.scdn.co/image/ab67616d0000b2730a48794d471447a030998815,https://open.spotify.com/track/664gdARxaClFsoF5SXKOws,2016
Cool Girl,3tJ4y2Zqx6gM9xOAuFfsSF,64,Tove Lo,4NHQUGzhtTLFvgF5SZesLK,2016,dance pop,0.109,0.313,0.0752,0.674,0.694,-7.076,0.203,199179,101.993,https://i.scdn.co/image/ab67616d0000b2739f0c014998bac13d3181474c,https://open.spotify.com/track/3tJ4y2Zqx6gM9xOAuFfsSF,2016
Not Nice,4STaHtfguDMkWbPEo6Fwcx,61,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,2016,pop,0.0804,0.0253,0.12,0.598,0.496,-9.309,0.725,202661,128.06,https://i.scdn.co/image/ab67616d0000b27346b39ced8f129323f46ebb14,https://open.spotify.com/track/4STaHtfguDMkWbPEo6Fwcx,2016
Say It (feat. Tove Lo),5aOpzm8W8zysk4asB9hxJw,59,Flume,6nxWCVXbOlEVRexSbLsTer,2016,australian dance,0.0295,0.0668,0.0617,0.598,0.532,-6.833,0.261,262521,74.963,https://i.scdn.co/image/ab67616d0000b273750d4a1b362296d1b815a223,https://open.spotify.com/track/5aOpzm8W8zysk4asB9hxJw,2016
The Sound,316r1KLN0bcmpr7TZcMCXT,61,The 1975,3mIj9lX2MWuHmhNCA7LSCW,2016,modern alternative rock,0.0754,0.0875,0.447,0.646,0.938,-4.735,0.545,248880,120.708,https://i.scdn.co/image/ab67616d0000b273d3de03550f715df1ea7e0c08,https://open.spotify.com/track/316r1KLN0bcmpr7TZcMCXT,2016
Good Grief,1oxOiOjsi7plNOZEhoPLPj,63,Bastille,7EQ0qTo7fWT7DPxmxtSYEc,2016,metropopolis,0.0653,0.147,0.311,0.73,0.758,-4.888,0.877,206493,120.041,https://i.scdn.co/image/ab67616d0000b27393d7bce995d822785744fd66,https://open.spotify.com/track/1oxOiOjsi7plNOZEhoPLPj,2016
Roses,3vv9phIu6Y1vX3jcqaGz5Z,72,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,2016,dance pop,0.0561,0.0435,0.309,0.713,0.802,-7.055,0.343,226739,100.001,https://i.scdn.co/image/ab67616d0000b2738d2cfad007b9431f48aef135,https://open.spotify.com/track/3vv9phIu6Y1vX3jcqaGz5Z,2015
Controlla,3O8NlPh2LByMU9lSRSHedm,71,Drake,3TVXtAsR1Inumwj472S9r4,2016,canadian hip hop,0.185,0.0789,0.101,0.59,0.468,-11.083,0.349,245227,92.287,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,https://open.spotify.com/track/3O8NlPh2LByMU9lSRSHedm,2016
Close,3lSDIJ2abCrOdDJ6pshUap,69,Nick Jonas,4Rxn7Im3LGfyRkY2FlHhWi,2016,dance pop,0.082,0.253,0.144,0.654,0.623,-5.273,0.401,234213,123.996,https://i.scdn.co/image/ab67616d0000b27357926775a727f73240d87cc2,https://open.spotify.com/track/3lSDIJ2abCrOdDJ6pshUap,2016
Gold,7yNX3ZFBWZoR52pbeU4Mcl,59,Kiiara,4u5smJBskI6Adzv08PuiUP,2016,alt z,0.344,0.615,0.134,0.6,0.412,-9.343,0.408,225882,113.05,https://i.scdn.co/image/ab67616d0000b27304090677fe520a72568910ec,https://open.spotify.com/track/7yNX3ZFBWZoR52pbeU4Mcl,2020
White Iverson,6eT7xZZlB2mwyzJ2sUKG6w,76,Post Malone,246dkjvS1zLTtiykXe5h60,2016,dfw rap,0.0352,0.233,0.0816,0.675,0.562,-7.678,0.309,256533,130.098,https://i.scdn.co/image/ab67616d0000b27355404f712deb84d0650a4b41,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,2016
Into You,63y6xWR4gXz7bnUGOk8iI6,69,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,2016,dance pop,0.107,0.0162,0.145,0.623,0.734,-5.948,0.37,244453,107.853,https://i.scdn.co/image/ab67616d0000b273628d506d5bddb09099db242c,https://open.spotify.com/track/63y6xWR4gXz7bnUGOk8iI6,2016
Broccoli,3rZhRBdVQ2fTEM2ULOAwUL,60,DRAM,5M0lbkGluOPXLeFjApw8r8,2016,pop rap,0.132,0.236,0.057,0.886,0.525,-7.39,0.708,225205,145.99,https://i.scdn.co/image/ab67616d0000b273040f399c7f5ad56a29ec9dd0,https://open.spotify.com/track/3rZhRBdVQ2fTEM2ULOAwUL,2016
Middle,0g5EKLgdKvNlln7TNqBByK,75,DJ Snake,540vIaP2JwjQb9dm3aArA4,2016,dance pop,0.0423,0.0141,0.0527,0.583,0.695,-5.336,0.224,220573,104.879,https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc,https://open.spotify.com/track/0g5EKLgdKvNlln7TNqBByK,2016
Fresh Eyes,7wahqDDzUPpJy91bVFHUF3,48,Andy Grammer,2oX42qP5ineK3hrhBECLmj,2016,dance pop,0.0327,0.548,0.15,0.828,0.56,-6.685,0.872,198001,122.054,https://i.scdn.co/image/ab67616d0000b2738e97ebae01f1540c84f03896,https://open.spotify.com/track/7wahqDDzUPpJy91bVFHUF3,2016
Pop Style,5mPSyjLatqB00IkPqRlbTE,63,Drake,3TVXtAsR1Inumwj472S9r4,2016,canadian hip hop,0.123,0.192,0.105,0.713,0.462,-10.027,0.0594,212947,133.053,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,https://open.spotify.com/track/5mPSyjLatqB00IkPqRlbTE,2016
Wherever I Go,7kftK4n15rl1wbpfjSq2Tk,62,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,2016,piano rock,0.0429,0.1,0.237,0.54,0.675,-6.449,0.348,169773,99.97,https://i.scdn.co/image/ab67616d0000b273eedabed826eeb6506a4c700d,https://open.spotify.com/track/7kftK4n15rl1wbpfjSq2Tk,2016
1955,6oSmp7qnvAxUXeUKhl67a6,64,Hilltop Hoods,7dlqUnjoF2U2DkNDMhcgG4,2016,australian hip hop,0.0695,0.719,0.304,0.766,0.5,-7.558,0.71,239280,84.044,https://i.scdn.co/image/ab67616d0000b273eb0652df7fe1fddc6673d161,https://open.spotify.com/track/6oSmp7qnvAxUXeUKhl67a6,2016
All Time Low,0SuLAslEMFZAXf0SwY7syi,67,Jon Bellion,50JJSqHUf2RQ9xsHs0KMHg,2016,pop rap,0.0828,0.0584,0.0933,0.617,0.567,-4.188,0.505,217603,90.246,https://i.scdn.co/image/ab67616d0000b273804533fa6608d1c8d420dbeb,https://open.spotify.com/track/0SuLAslEMFZAXf0SwY7syi,2016
Low Life (feat. The Weeknd),7EiZI6JVHllARrX9PUvAdX,74,Future,1RyvyyTE3xzB2ZywiAwp0i,2016,atl hip hop,0.0726,0.337,0.146,0.722,0.331,-7.789,0.102,313547,143.961,https://i.scdn.co/image/ab67616d0000b273626745b3aa04899001a924ad,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX,2016
"Sit Still, Look Pretty",6ZtiywT2Qm50a1uR0jlY35,71,Daya,6Dd3NScHWwnW6obMFbl1BH,2016,alt z,0.108,0.286,0.425,0.846,0.734,-3.601,0.717,207761,90.98,https://i.scdn.co/image/ab67616d0000b273499bc87c1341c44bcc52da15,https://open.spotify.com/track/6ZtiywT2Qm50a1uR0jlY35,2016
LUV,16Ah4QqH4mgYVXqfC4mdSd,66,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,2016,canadian hip hop,0.252,0.0108,0.117,0.539,0.528,-8.113,0.252,228640,190.169,https://i.scdn.co/image/ab67616d0000b2739f7ce2227875fd3d645fb5d6,https://open.spotify.com/track/16Ah4QqH4mgYVXqfC4mdSd,2016
Hotline Bling,0wwPcA6wtMf6HUMpIRdeP7,77,Drake,3TVXtAsR1Inumwj472S9r4,2016,canadian hip hop,0.0551,0.00258,0.0504,0.891,0.628,-7.863,0.552,267067,134.966,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,https://open.spotify.com/track/0wwPcA6wtMf6HUMpIRdeP7,2016
Sexual,5fKBwqSTuCbnJlCOpeRa3o,64,NEIKED,5H6xmHXjsq98NLbEjuE29f,2016,dance pop,0.0651,0.0692,0.0705,0.797,0.567,-7.503,0.843,188889,108.024,https://i.scdn.co/image/ab67616d0000b273810706724bf310ae6630e82d,https://open.spotify.com/track/5fKBwqSTuCbnJlCOpeRa3o,2016
Dangerous Woman,6RUhbFEhrvGISaQ8u2j2JN,67,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,2016,dance pop,0.0412,0.0529,0.356,0.664,0.602,-5.369,0.289,235947,134.049,https://i.scdn.co/image/ab67616d0000b273628d506d5bddb09099db242c,https://open.spotify.com/track/6RUhbFEhrvGISaQ8u2j2JN,2016
Hide Away,7fPyCCiXVwbzPQ1MtoUChl,65,Daya,6Dd3NScHWwnW6obMFbl1BH,2016,alt z,0.0853,0.222,0.0651,0.884,0.826,-3.672,0.465,191368,94.997,https://i.scdn.co/image/ab67616d0000b273499bc87c1341c44bcc52da15,https://open.spotify.com/track/7fPyCCiXVwbzPQ1MtoUChl,2016
History,3QmOiZF7IzJJkHnahh5Ea0,57,Olivia Holt,188VINPQh5dyNfLUkevKqf,2016,alt z,0.0541,0.0997,0.119,0.767,0.631,-6.762,0.541,203992,100.968,https://i.scdn.co/image/ab67616d0000b2736fdde1116dade36c91107cf8,https://open.spotify.com/track/3QmOiZF7IzJJkHnahh5Ea0,2016
Can I Be Him,0VhgEqMTNZwYL1ARDLLNCX,78,James Arthur,4IWBUUAFIplrNtaOHcJPRM,2016,pop,0.0489,0.308,0.0939,0.696,0.543,-6.164,0.479,246880,107.969,https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab,https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX,2016
PILLOWTALK,0PDUDa38GO8lMxLCRc4lL1,77,ZAYN,5ZsFI1h6hIdQRw2ti0hz81,2016,dance pop,0.0456,0.117,0.0939,0.584,0.7,-4.275,0.438,202747,124.944,https://i.scdn.co/image/ab67616d0000b273a15e26d05b7ce776b566579d,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1,2016
This Town,5dTJMpqiELczVuHJP3OAEu,59,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4,2016,dance pop,0.0302,0.699,0.122,0.679,0.407,-7.778,0.195,232600,111.814,https://i.scdn.co/image/ab67616d0000b273998d9ba807fda87cb4b6f113,https://open.spotify.com/track/5dTJMpqiELczVuHJP3OAEu,2016
History,0HMjXBAZmSYOTTi33WpMso,73,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,2016,boy band,0.0493,0.0352,0.064,0.655,0.699,-4.421,0.802,187427,86.704,https://i.scdn.co/image/ab67616d0000b273241e4fe75732c9c4b49b94c3,https://open.spotify.com/track/0HMjXBAZmSYOTTi33WpMso,2015
Same Old Love,1BZG99C7Co1r6QUC3zaS59,66,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,2016,dance pop,0.0304,0.0223,0.214,0.672,0.593,-4.01,0.438,229080,98.02,https://i.scdn.co/image/ab67616d0000b273e6f5ed9a9059f686965ba90a,https://open.spotify.com/track/1BZG99C7Co1r6QUC3zaS59,2015
Adventure of a Lifetime,69uxyAqqPIsUyTO8txoP2M,78,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2016,permanent wave,0.036,0.00205,0.149,0.638,0.924,-3.887,0.53,263787,111.995,https://i.scdn.co/image/ab67616d0000b2738ff7c3580d429c8212b9a3b6,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2015
Starving,4Ce37cRWvM1vIGGynKcs22,74,Hailee Steinfeld,5p7f24Rk5HkUZsaS3BLG5F,2016,dance pop,0.0645,0.378,0.105,0.728,0.616,-4.238,0.508,181880,99.962,https://i.scdn.co/image/ab67616d0000b2730506a838892be6229dca857b,https://open.spotify.com/track/4Ce37cRWvM1vIGGynKcs22,2016
Back To Sleep,6dlpABcXrQKRU9G00i6Zba,62,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,2016,dance pop,0.243,0.0424,0.0888,0.647,0.646,-5.483,0.721,201253,92.981,https://i.scdn.co/image/ab67616d0000b273ff2b8f3e3482f9375ca347e5,https://open.spotify.com/track/6dlpABcXrQKRU9G00i6Zba,2015
I'm In Control,6SLTPbDxDYR0uSMTT7gSb7,52,AlunaGeorge,2VAnyOxzJuSAj7XIuEOT38,2016,electropop,0.0347,0.363,0.125,0.725,0.844,-3.707,0.711,209427,104.001,https://i.scdn.co/image/ab67616d0000b27310e8d6268527e7c76fa9f8c7,https://open.spotify.com/track/6SLTPbDxDYR0uSMTT7gSb7,2016
