Title,trackId,Popularity,Artist,artistId,Top Year,Genre,Speechiness,Acousticness,Liveness,Danceability,Energy,Loudness,Valence,Duration,BPM,ImageURL,SpotifyURL,Release Date
Work Bitch,3KliPMvk1EvFZu9cvkj8p1,69,Britney Spears,26dSoYclwsYLMAKD3tpOr4,2013,dance pop,0.159,0.155,0.0651,0.629,0.824,-6.53,0.852,247960,128.01,https://i.scdn.co/image/ab67616d0000b2733c9f7b8faf039c7607d12255,https://open.spotify.com/track/3KliPMvk1EvFZu9cvkj8p1,2013
Pompeii,4Ub8UsjWuewQrPhuepfVpd,74,Bastille,7EQ0qTo7fWT7DPxmxtSYEc,2013,metropopolis,0.0407,0.0755,0.271,0.679,0.715,-6.383,0.571,214148,127.435,https://i.scdn.co/image/ab67616d0000b273faee7306ec2f36aeccc4bc98,https://open.spotify.com/track/4Ub8UsjWuewQrPhuepfVpd,2013
Scream & Shout,2iJuuzV8P9Yz0VSurttIV5,77,will.i.am,085pc2PYOi8bGKj0PNjekA,2013,dance pop,0.0696,0.019,0.131,0.772,0.685,-6.849,0.501,283400,130.033,https://i.scdn.co/image/ab67616d0000b273e6082141bd7c86ae9f11ea26,https://open.spotify.com/track/2iJuuzV8P9Yz0VSurttIV5,2013
Papaoutai,1QFw2xxyQtgKjlrMCEqsNj,55,Stromae,5j4HeCoUlzhfWtjAfM1acR,2013,belgian pop,0.0839,0.0266,0.0642,0.734,0.809,-7.264,0.254,232147,116.022,https://i.scdn.co/image/ab67616d0000b273e742841accccf949d7af1b75,https://open.spotify.com/track/1QFw2xxyQtgKjlrMCEqsNj,2013
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,1sh6lL6cmlcwhqZKGiKBua,68,Avicii,1vCWHaC5f2uS3yhpwWbIA6,2013,dance pop,0.0374,0.332,0.316,0.509,0.79,-3.782,0.638,208316,127.946,https://i.scdn.co/image/ab67616d0000b273d1f3c40cd2e251e04ae6413f,https://open.spotify.com/track/1sh6lL6cmlcwhqZKGiKBua,2012
Talk Dirty (feat. 2 Chainz),6g6A7qNhTfUgOSH7ROOxTD,65,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,2013,dance pop,0.232,0.0348,0.307,0.76,0.652,-7.321,0.759,177685,100.315,https://i.scdn.co/image/ab67616d0000b2730376bdff8b70d934f297303e,https://open.spotify.com/track/6g6A7qNhTfUgOSH7ROOxTD,2013
Hey Porsche,6QoxM9xgqazNPGF026CjpS,43,Nelly,2gBjLmx6zQnFGQJCAQpRgw,2013,dance pop,0.0293,0.151,0.651,0.729,0.793,-4.716,0.945,209147,115.988,https://i.scdn.co/image/ab67616d0000b273e09b92f7724a48bb8cd358be,https://open.spotify.com/track/6QoxM9xgqazNPGF026CjpS,2013
Same Love (feat. Mary Lambert),01uqI4H13Gsd8Lyl1EYd8H,63,Macklemore & Ryan Lewis,5BcAKTbp20cv7tC5VqPFoC,2013,dance pop,0.167,0.716,0.104,0.688,0.473,-9.059,0.299,318525,84.958,https://i.scdn.co/image/ab67616d0000b27398a02fef3a8b1d80a0f164ec,https://open.spotify.com/track/01uqI4H13Gsd8Lyl1EYd8H,2012
#thatPOWER,01TuObJVd7owWchVRuQbQw,66,will.i.am,085pc2PYOi8bGKj0PNjekA,2013,dance pop,0.0584,0.00112,0.0748,0.797,0.608,-6.096,0.402,279507,127.999,https://i.scdn.co/image/ab67616d0000b273642efc0b3f045f34316d2cf3,https://open.spotify.com/track/01TuObJVd7owWchVRuQbQw,2013
Get Up (Rattle),1zYsvExrADZ5L7Epqd5J6D,55,Bingo Players,1pbHrVayIcVpHI9z97u4bK,2013,big room,0.0658,0.0204,0.256,0.802,0.981,-2.708,0.804,166760,127.974,https://i.scdn.co/image/ab67616d0000b27370aee30042c5797e9a995776,https://open.spotify.com/track/1zYsvExrADZ5L7Epqd5J6D,2013
I Cry,4bZd0nRuX8HyjeXAUBczvm,64,Flo Rida,0jnsk9HBra6NMjO2oANoPY,2013,dance pop,0.0439,0.00616,0.315,0.693,0.822,-5.441,0.763,223800,126.035,https://i.scdn.co/image/ab67616d0000b273871d85943145dde548f4ae09,https://open.spotify.com/track/4bZd0nRuX8HyjeXAUBczvm,2012
One Way or Another (Teenage Kicks),3jZomvOBa5qfTo5HkqI1p5,66,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,2013,boy band,0.071,0.025,0.586,0.489,0.867,-3.121,0.409,157293,162.131,https://i.scdn.co/image/ab67616d0000b2732288e51936a9fdde73d22904,https://open.spotify.com/track/3jZomvOBa5qfTo5HkqI1p5,2013
High Hopes,6KkyuDhrEhR5nJVKtv9mCf,67,Kodaline,4BxCuXFJrSWGi1KHcVqaU4,2013,irish pop,0.0305,0.577,0.193,0.488,0.487,-6.371,0.219,230267,77.278,https://i.scdn.co/image/ab67616d0000b2733e42854096da9a3b1ca901c9,https://open.spotify.com/track/6KkyuDhrEhR5nJVKtv9mCf,2013
Berzerk,6Xk7PnitV9jCRorWt2LiVZ,65,Eminem,7dGJo4pcD2V6oG8kP0tJRR,2013,detroit hip hop,0.333,0.0217,0.26,0.739,0.872,-4.059,0.684,238746,95.084,https://i.scdn.co/image/ab67616d0000b273cb66bcc14c6f857c127d5969,https://open.spotify.com/track/6Xk7PnitV9jCRorWt2LiVZ,2013
Drinking from the Bottle (feat. Tinie Tempah),1oHxIPqJyvAYHy0PVrDU98,61,Calvin Harris,7CajNmpbOovFoOoasH2HaY,2013,dance pop,0.0514,0.0469,0.0525,0.665,0.886,-4.175,0.53,240347,128.062,https://i.scdn.co/image/ab67616d0000b273dcef905cb144d4867119850b,https://open.spotify.com/track/1oHxIPqJyvAYHy0PVrDU98,2012
Of The Night,7BNDyzwDboNRR2wmd7GSew,61,Bastille,7EQ0qTo7fWT7DPxmxtSYEc,2013,metropopolis,0.0427,0.0192,0.089,0.67,0.829,-7.2,0.349,214206,125.01,https://i.scdn.co/image/ab67616d0000b273faee7306ec2f36aeccc4bc98,https://open.spotify.com/track/7BNDyzwDboNRR2wmd7GSew,2013
Wings,1D4XFKolp63mNqqMXJJL1V,60,Birdy,2WX2uTcsvV5OnS0inACecP,2013,pop,0.0253,0.0831,0.162,0.474,0.707,-4.534,0.224,252107,83.235,https://i.scdn.co/image/ab67616d0000b2733feff1d3da74bd0f3a56178c,https://open.spotify.com/track/1D4XFKolp63mNqqMXJJL1V,2013
Sure Be Cool If You Did,5yIiXdLRE85OBiQmCaUenq,54,Blake Shelton,1UTPBmNbXNTittyMJrNkvw,2013,contemporary country,0.035,0.255,0.108,0.576,0.726,-4.625,0.582,215720,136.802,https://i.scdn.co/image/ab67616d0000b273de2b6ae73697b2da4d3e9c27,https://open.spotify.com/track/5yIiXdLRE85OBiQmCaUenq,2013
I Will Wait,1fXiYSWmkKJfRKMegCkI11,67,Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,2013,modern folk rock,0.0331,0.00974,0.312,0.478,0.758,-5.4,0.452,276720,131.109,https://i.scdn.co/image/ab67616d0000b2736e2407383e952808a0602b0d,https://open.spotify.com/track/1fXiYSWmkKJfRKMegCkI11,2012
Can't Hold Us (feat. Ray Dalton),3bidbhpOYeV4knp8AIu8Xn,81,Macklemore & Ryan Lewis,5BcAKTbp20cv7tC5VqPFoC,2013,dance pop,0.0786,0.0291,0.0862,0.641,0.922,-4.457,0.847,258343,146.078,https://i.scdn.co/image/ab67616d0000b27398a02fef3a8b1d80a0f164ec,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn,2012
Somewhere Only We Know,1mvfvDZOybiEgS1ecJxt9W,52,Lily Allen,13saZpZnCDWOI9D4IJhp1f,2013,dance pop,0.0324,0.934,0.0974,0.313,0.286,-10.593,0.287,208504,80.925,https://i.scdn.co/image/ab67616d0000b2732007dc932c7de5637564e07e,https://open.spotify.com/track/1mvfvDZOybiEgS1ecJxt9W,2014
Reload - Radio Edit,5jyUBKpmaH670zrXrE0wmO,65,Sebastian Ingrosso,6hyMWrxGBsOx6sWcVj1DqP,2013,edm,0.0521,0.0736,0.0631,0.485,0.724,-4.633,0.433,221273,128.045,https://i.scdn.co/image/ab67616d0000b27370e2e5292928812958927a9a,https://open.spotify.com/track/5jyUBKpmaH670zrXrE0wmO,2013
It's a Beautiful Day,0mvkwaZMP2gAy2ApQLtZRv,68,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,2013,adult standards,0.0358,0.0559,0.295,0.532,0.795,-3.979,0.78,199267,143.837,https://i.scdn.co/image/ab67616d0000b273051ae642ad4a0c1329b41d99,https://open.spotify.com/track/0mvkwaZMP2gAy2ApQLtZRv,2013
My Songs Know What You Did In The Dark (Light Em Up),2E43WFS4rRc09za2r2GmZl,72,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,2013,emo,0.064,0.0271,0.537,0.558,0.924,-4.341,0.567,186827,151.99,https://i.scdn.co/image/ab67616d0000b273483a98632e23f6d2623ab75c,https://open.spotify.com/track/2E43WFS4rRc09za2r2GmZl,2013
Harlem Shake,01XFgRZfZI7oBagNf1Loml,57,Baauer,25fqWEebq6PoiGQIHIrdtv,2013,bass trap,0.0483,0.0111,0.416,0.452,0.794,-5.151,0.282,196664,137.825,https://i.scdn.co/image/ab67616d0000b273bce7a01cbaffe3e94e5323f5,https://open.spotify.com/track/01XFgRZfZI7oBagNf1Loml,2013
I Need Your Love (feat. Ellie Goulding),05SBRd4fXgn8FX7bf8BCAE,70,Calvin Harris,7CajNmpbOovFoOoasH2HaY,2013,dance pop,0.0483,0.41,0.237,0.695,0.869,-5.066,0.58,234507,124.989,https://i.scdn.co/image/ab67616d0000b273dcef905cb144d4867119850b,https://open.spotify.com/track/05SBRd4fXgn8FX7bf8BCAE,2012
Play Hard (feat. Ne-Yo & Akon),2QD4C6RRHgRNRAyrfnoeAo,59,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,2013,big room,0.0535,0.174,0.331,0.691,0.921,-1.702,0.802,201000,130.072,https://i.scdn.co/image/ab67616d0000b273a197a2ef3ad6704d1f44aa4e,https://open.spotify.com/track/2QD4C6RRHgRNRAyrfnoeAo,2011
Dear Darlin',0s0JMUkb2WCxIJsRB3G7Hd,59,Olly Murs,3whuHq0yGx60atvA2RCVRW,2013,dance pop,0.0454,0.00627,0.119,0.512,0.828,-4.672,0.34,206373,124.021,https://i.scdn.co/image/ab67616d0000b273b95f5f8768a25c70d72f91d0,https://open.spotify.com/track/0s0JMUkb2WCxIJsRB3G7Hd,2012
Bonfire Heart,2kvyMNHyxQt2UJ5EKvxaOC,47,James Blunt,7KMqksf0UMdyA0UCf4R3ux,2013,neo mellow,0.0527,0.181,0.124,0.575,0.821,-5.7,0.449,238000,118.021,https://i.scdn.co/image/ab67616d0000b27305caf90006ee49f7f4090112,https://open.spotify.com/track/2kvyMNHyxQt2UJ5EKvxaOC,2013
The Monster,48RrDBpOSSl1aLVCalGl5C,77,Eminem,7dGJo4pcD2V6oG8kP0tJRR,2013,detroit hip hop,0.0715,0.0525,0.12,0.781,0.853,-3.68,0.624,250189,110.049,https://i.scdn.co/image/ab67616d0000b27357195dfe8926f713b21d6cac,https://open.spotify.com/track/48RrDBpOSSl1aLVCalGl5C,2013
"Happy - From ""Despicable Me 2""",60nZcImufyMA1MKQY3dcCH,80,Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,2014,hip hop,0.183,0.219,0.0908,0.647,0.822,-4.662,0.962,232720,160.019,https://i.scdn.co/image/ab67616d0000b273e8107e6d9214baa81bb79bba,https://open.spotify.com/track/60nZcImufyMA1MKQY3dcCH,2014
Dark Horse,4jbmgIyjGoXjY01XxatOx6,80,Katy Perry,6jJ0s89eD6GaHleKKya26X,2014,dance pop,0.0512,0.00314,0.165,0.647,0.585,-6.123,0.353,215672,131.934,https://i.scdn.co/image/ab67616d0000b2731e9a057052d59004caf47e22,https://open.spotify.com/track/4jbmgIyjGoXjY01XxatOx6,2013
Collard Greens,0zO8ctW0UiuOefR87OeJOZ,76,ScHoolboy Q,5IcR3N7QB1j6KBL8eImZ8m,2014,gangster rap,0.0633,0.025,0.205,0.825,0.575,-4.87,0.65,299960,153.954,https://i.scdn.co/image/ab67616d0000b27336977e237a8f70ec6c990636,https://open.spotify.com/track/0zO8ctW0UiuOefR87OeJOZ,2014
Fancy,3oiMJQAWVaxSubJ7b2VUtX,67,Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,2014,australian hip hop,0.0697,0.0904,0.0491,0.912,0.716,-4.141,0.377,199938,94.981,https://i.scdn.co/image/ab67616d0000b273b1c6cf12c9fb4f9014b711ba,https://open.spotify.com/track/3oiMJQAWVaxSubJ7b2VUtX,2014
Latch,1DunhgeZSEgWiIYbHqXl0c,70,Disclosure,6nS5roXSAGhTGr34W6n7Et,2014,edm,0.0919,0.0178,0.089,0.729,0.735,-5.455,0.544,255867,121.986,https://i.scdn.co/image/ab67616d0000b2737d9cf15a27f29ffc8ef01e8d,https://open.spotify.com/track/1DunhgeZSEgWiIYbHqXl0c,2013
Stay With Me,5Nm9ERjJZ5oyfXZTECKmRt,83,Sam Smith,2wY79sveU1sp5g7SokKOiI,2014,dance pop,0.0414,0.588,0.11,0.418,0.42,-6.444,0.184,172724,84.094,https://i.scdn.co/image/ab67616d0000b273b11bdc91cb9ac6b14f5c1dae,https://open.spotify.com/track/5Nm9ERjJZ5oyfXZTECKmRt,2014
Rude,6RtPijgfPKROxEzTHNRiDp,80,MAGIC!,0DxeaLnv6SyYk2DOqkLO8c,2014,pop,0.0381,0.0422,0.305,0.773,0.758,-4.993,0.925,224840,144.033,https://i.scdn.co/image/ab67616d0000b273604f8ac39f15d287e251f193,https://open.spotify.com/track/6RtPijgfPKROxEzTHNRiDp,2014
Chandelier,2s1sdSqGcKxpPr5lCl7jAV,69,Sia,5WUlDfRSoLAfcVSX1WnrxN,2014,australian dance,0.0499,0.0197,0.0685,0.399,0.787,-2.88,0.572,216120,117.089,https://i.scdn.co/image/ab67616d0000b273b55ed804149fffbb5e35ff34,https://open.spotify.com/track/2s1sdSqGcKxpPr5lCl7jAV,2015
All of Me,3U4isOIWM3VvDubwSI3y7a,84,John Legend,5y2Xq6xcjJb2jVM54GHK3t,2014,neo soul,0.0322,0.922,0.132,0.422,0.264,-7.064,0.331,269560,119.93,https://i.scdn.co/image/ab67616d0000b27394c9217a398f5174757c0c78,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,2013
2 On (feat. ScHoolboy Q),3jVtllWS5CFFWLQng8sKsr,72,Tinashe,0NIIxcxNHmOoyBx03SfTCD,2014,alternative r&b,0.107,0.15,0.111,0.742,0.595,-7.51,0.431,227000,101.013,https://i.scdn.co/image/ab67616d0000b27381a584f39cad5c1c6a6e9e50,https://open.spotify.com/track/3jVtllWS5CFFWLQng8sKsr,2014
All About That Bass,5jE48hhRu8E6zBDPRSkEq7,75,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,2014,dance pop,0.0503,0.0573,0.124,0.807,0.887,-3.726,0.961,187920,134.052,https://i.scdn.co/image/ab67616d0000b2733b11178cccd78ec77fc12dbc,https://open.spotify.com/track/5jE48hhRu8E6zBDPRSkEq7,2015
Style,1fo2ctLqj3zBhRQKOXprol,65,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2014,pop,0.0402,0.00245,0.118,0.588,0.791,-5.595,0.487,231000,94.933,https://i.scdn.co/image/ab67616d0000b273332d85510aba3eb28312cfb2,https://open.spotify.com/track/1fo2ctLqj3zBhRQKOXprol,2014
Ain't It Fun,3yrvQHw6pQemsrCQEpMnKv,64,Paramore,74XFHRwlV6OrjEM0A2NCMF,2014,candy pop,0.0921,0.154,0.021,0.61,0.893,-3.681,0.673,296520,104.031,https://i.scdn.co/image/ab67616d0000b273fa94e7d8d2480cc906ba4441,https://open.spotify.com/track/3yrvQHw6pQemsrCQEpMnKv,2013
Classic,6FE2iI43OZnszFLuLtvvmg,80,MKTO,2l35CQqtYRh3d8ZIiBep4v,2014,dance pop,0.124,0.0384,0.157,0.72,0.791,-4.689,0.756,175427,102.071,https://i.scdn.co/image/ab67616d0000b2739474419f15773875a495eed3,https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg,2012
Stolen Dance,6vECYJHxYmm3Ydt3fF01pE,73,Milky Chance,1hzfo8twXdOegF3xireCYs,2014,german pop,0.0378,0.427,0.0759,0.885,0.581,-8.813,0.728,313684,114.016,https://i.scdn.co/image/ab67616d0000b273b5d4730e54f84c66c70fe60a,https://open.spotify.com/track/6vECYJHxYmm3Ydt3fF01pE,2014
She Looks So Perfect,1gugDOSMREb34Xo0c1PlxM,71,5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,2014,boy band,0.132,0.000569,0.327,0.494,0.951,-4.237,0.441,202496,160.025,https://i.scdn.co/image/ab67616d0000b27393432e914046a003229378da,https://open.spotify.com/track/1gugDOSMREb34Xo0c1PlxM,2014
Habits (Stay High),14OxJlLdcHNpgsm4DRwDOB,73,Tove Lo,4NHQUGzhtTLFvgF5SZesLK,2014,dance pop,0.0313,0.0702,0.0829,0.729,0.65,-3.539,0.347,209160,110.02,https://i.scdn.co/image/ab67616d0000b273edbdf62135e9112a98bffa0c,https://open.spotify.com/track/14OxJlLdcHNpgsm4DRwDOB,2014
Night Changes,5O2P9iiztwhomNh8xkR9lJ,87,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,2014,boy band,0.0353,0.859,0.115,0.672,0.52,-7.747,0.37,226600,120.001,https://i.scdn.co/image/ab67616d0000b273d304ba2d71de306812eebaf4,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ,2014
Team,3G6hD9B2ZHOsgf4WfNu7X1,76,Lorde,163tK9Wjr9P9DmM0AVK7lm,2014,art pop,0.0929,0.167,0.305,0.69,0.578,-7.436,0.416,193059,99.961,https://i.scdn.co/image/ab67616d0000b273187331e276c898d39764cc98,https://open.spotify.com/track/3G6hD9B2ZHOsgf4WfNu7X1,2013
Don't Tell 'Em,0Dc7J9VPV4eOInoxUiZrsL,73,Jeremih,3KV3p5EY4AvKxOlhGHORLg,2014,chicago rap,0.0997,0.392,0.11,0.856,0.527,-5.225,0.386,266840,98.052,https://i.scdn.co/image/ab67616d0000b273262c8e955ad5c60b1d0abf53,https://open.spotify.com/track/0Dc7J9VPV4eOInoxUiZrsL,2015
Wasted,7m3povhdMDLZwuEKak0l0n,61,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,2014,big room,0.0308,0.00149,0.195,0.638,0.816,-5.503,0.386,190014,112.014,https://i.scdn.co/image/ab67616d0000b27398d7415fe3899cdffe673b22,https://open.spotify.com/track/7m3povhdMDLZwuEKak0l0n,2014
You Know You Like It,57kR5SniQIbsbVoIjjOUDa,69,DJ Snake,540vIaP2JwjQb9dm3aArA4,2014,dance pop,0.188,0.0141,0.306,0.407,0.725,-5.346,0.247,247267,196.093,https://i.scdn.co/image/ab67616d0000b273567a71695181017949f14f99,https://open.spotify.com/track/57kR5SniQIbsbVoIjjOUDa,2014
Man Of The Year,5SsR3wtCOafDmZgvIdRhSm,70,ScHoolboy Q,5IcR3N7QB1j6KBL8eImZ8m,2014,gangster rap,0.0413,0.00536,0.198,0.749,0.865,-5.228,0.371,216013,111.914,https://i.scdn.co/image/ab67616d0000b27336977e237a8f70ec6c990636,https://open.spotify.com/track/5SsR3wtCOafDmZgvIdRhSm,2014
Not a Bad Thing,3nB82yGjtbQFSU0JLAwLRH,55,Justin Timberlake,31TPClRtHm23RisEBtV3X7,2014,dance pop,0.0719,0.527,0.134,0.308,0.563,-9.169,0.109,688453,85.901,https://i.scdn.co/image/ab67616d0000b27331dc01391d65eed27744e461,https://open.spotify.com/track/3nB82yGjtbQFSU0JLAwLRH,2013
Riptide,3JvrhDOgAt6p7K8mDyZwRd,79,Vance Joy,10exVja0key0uqUkk6LJRT,2014,folk-pop,0.0379,0.431,0.151,0.484,0.731,-6.694,0.51,204280,101.654,https://i.scdn.co/image/ab67616d0000b273a9929deb093a6617d2493b03,https://open.spotify.com/track/3JvrhDOgAt6p7K8mDyZwRd,2014
Love Me Harder,5J4ZkQpzMUFojo1CtAZYpn,77,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,2014,dance pop,0.0334,0.00937,0.0764,0.472,0.714,-4.389,0.24,236133,98.992,https://i.scdn.co/image/ab67616d0000b273deec12a28d1e336c5052e9aa,https://open.spotify.com/track/5J4ZkQpzMUFojo1CtAZYpn,2014
Steal My Girl,2Bs4jQEGMycglOfWPBqrVG,79,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,2014,boy band,0.0347,0.00433,0.114,0.536,0.768,-5.948,0.545,228133,77.217,https://i.scdn.co/image/ab67616d0000b273d304ba2d71de306812eebaf4,https://open.spotify.com/track/2Bs4jQEGMycglOfWPBqrVG,2014
Talking Body,2tpfxAXiI52znho4WE3XFA,66,Tove Lo,4NHQUGzhtTLFvgF5SZesLK,2014,dance pop,0.0338,0.0966,0.0823,0.736,0.761,-5.449,0.114,238427,119.999,https://i.scdn.co/image/ab67616d0000b273d73966976fd29781c3a8dde0,https://open.spotify.com/track/2tpfxAXiI52znho4WE3XFA,2014
High (feat. Nicole Millar),40PYeQjt149YOfq6H20vmd,46,Peking Duk,0UZ1nu3kcdNlCoiKRjmSSY,2014,aussietronica,0.0492,0.00129,0.29,0.525,0.803,-4.052,0.383,228000,100.094,https://i.scdn.co/image/ab67616d0000b2734d6c888b9e91cf813e40372b,https://open.spotify.com/track/40PYeQjt149YOfq6H20vmd,2014
Post to Be (feat. Chris Brown & Jhene Aiko),6p5abLu89ZSSpRQnbK9Wqs,53,Omarion,0f5nVCcR06GX8Qikz0COtT,2014,dance pop,0.0432,0.0697,0.208,0.733,0.676,-5.655,0.701,226581,97.448,https://i.scdn.co/image/ab67616d0000b2737ccf78198af3d796bae4c071,https://open.spotify.com/track/6p5abLu89ZSSpRQnbK9Wqs,2014
Shower,3DmW6y7wTEYHJZlLo1r6XJ,76,Becky G,4obzFoKoKRHIphyHzJ35G3,2014,dance pop,0.0487,0.0317,0.285,0.699,0.529,-7.548,0.121,206167,119.987,https://i.scdn.co/image/ab67616d0000b273f7f5503cfc6a54d31e65b112,https://open.spotify.com/track/3DmW6y7wTEYHJZlLo1r6XJ,2014
Jealous - Remix,5NQJnRpJHRaupdegphntQT,65,Nick Jonas,4Rxn7Im3LGfyRkY2FlHhWi,2014,dance pop,0.0779,0.0132,0.444,0.684,0.71,-3.614,0.451,222187,93.007,https://i.scdn.co/image/ab67616d0000b2733721c00c751f3596b38ffdad,https://open.spotify.com/track/5NQJnRpJHRaupdegphntQT,2015
My Love (feat. Jess Glynne),61UQzeiIluhpzpMdY4ag3q,72,Route 94,1dgdvbogmctybPrGEcnYf6,2014,deep groove house,0.0492,0.000132,0.0658,0.814,0.622,-7.573,0.726,259934,119.976,https://i.scdn.co/image/ab67616d0000b27335c062b0cc39fb7379c1be19,https://open.spotify.com/track/61UQzeiIluhpzpMdY4ag3q,2014
XO,40xhyfAPDoMtv494MfPevP,65,Beyoncé,6vWDO969PvNqNYHIOW5v0m,2014,dance pop,0.26,0.164,0.313,0.47,0.793,-8.929,0.216,215947,170.1,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3,https://open.spotify.com/track/40xhyfAPDoMtv494MfPevP,2014
Summer,6YUTL4dYpB9xZO5qExPf05,80,Calvin Harris,7CajNmpbOovFoOoasH2HaY,2014,dance pop,0.0346,0.0211,0.141,0.596,0.856,-3.556,0.743,222533,127.949,https://i.scdn.co/image/ab67616d0000b273063c048e9ef6bd021b744756,https://open.spotify.com/track/6YUTL4dYpB9xZO5qExPf05,2014
I Got U,69gQgkobVW8bWjoCjBYQUd,58,Duke Dumont,61lyPtntblHJvA7FMMhi7E,2014,dance pop,0.035,0.00377,0.0851,0.636,0.761,-7.752,0.463,285596,120.837,https://i.scdn.co/image/ab67616d0000b273e197a220029b6b6945ae0426,https://open.spotify.com/track/69gQgkobVW8bWjoCjBYQUd,2014
Na Na,5LIleJbUUgtvYnBW9wfY1W,62,Trey Songz,2iojnBLj0qIMiKPvVhLnsH,2014,dance pop,0.0406,0.328,0.104,0.67,0.476,-6.253,0.235,231907,96.975,https://i.scdn.co/image/ab67616d0000b273e04293bed7a0440e3eea2de1,https://open.spotify.com/track/5LIleJbUUgtvYnBW9wfY1W,2015
Cool Kids,13P5rwmk2EsoFRIz9UCeh9,75,Echosmith,1PbBg2aYjWLKRk84zJK15x,2014,indie poptimism,0.0336,0.0372,0.12,0.719,0.671,-6.279,0.786,237627,130.027,https://i.scdn.co/image/ab67616d0000b273106fa02aaa287ec63af85aae,https://open.spotify.com/track/13P5rwmk2EsoFRIz9UCeh9,2013
Gecko (Overdrive) - Radio Edit,483XiZ5o13Cc1zoWV7jGml,67,Oliver Heldens,5nki7yRhxgM509M5ADlN1p,2014,dance pop,0.0642,0.00521,0.336,0.609,0.885,-5.469,0.76,165441,124.959,https://i.scdn.co/image/ab67616d0000b273889f287fb90897d2503cb625,https://open.spotify.com/track/483XiZ5o13Cc1zoWV7jGml,2014
New Flame (feat. Usher & Rick Ross),3fBbfrWZUuWWrMQXFISr7N,68,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,2014,dance pop,0.041,0.0506,0.0963,0.702,0.629,-4.292,0.446,244227,141.967,https://i.scdn.co/image/ab67616d0000b273d7a62d8635f92472d57d5f8d,https://open.spotify.com/track/3fBbfrWZUuWWrMQXFISr7N,2014
Maps,4gbVRS8gloEluzf0GzDOFc,83,Maroon 5,04gDigrS5kc9YWfZHwBETP,2014,pop,0.0303,0.0205,0.059,0.742,0.713,-5.522,0.879,189960,120.032,https://i.scdn.co/image/ab67616d0000b273442b53773d50e1b5369bb16c,https://open.spotify.com/track/4gbVRS8gloEluzf0GzDOFc,2014
Only Love Can Hurt Like This,62ke5zFUJN6RvtXZgVH0F8,86,Paloma Faith,4fwuXg6XQHfdlOdmw36OHa,2014,british soul,0.0818,0.0958,0.334,0.566,0.885,-4.528,0.304,232893,90.99,https://i.scdn.co/image/ab67616d0000b273c4576f635253db511bb43789,https://open.spotify.com/track/62ke5zFUJN6RvtXZgVH0F8,2014
Somebody,7ioiB40H9xKs04QtIso2I3,67,Natalie La Rose,2qdONMCoDngQk0eV4Avs1i,2014,n,0.0376,0.000792,0.0656,0.83,0.52,-8.714,0.735,189907,104.99,https://i.scdn.co/image/ab67616d0000b273684f901ac7d2ff872a079b8e,https://open.spotify.com/track/7ioiB40H9xKs04QtIso2I3,2014
Stay The Night - Featuring Hayley Williams Of Paramore,2QtJA4gbwe1AcanB2p21aP,65,Zedd,2qxJFvFYMEDqd7ui6kSAcq,2014,complextro,0.0411,0.109,0.0947,0.596,0.738,-3.109,0.461,217347,127.961,https://i.scdn.co/image/ab67616d0000b2734354ea20731fa90da93e12c7,https://open.spotify.com/track/2QtJA4gbwe1AcanB2p21aP,2012
Hot N*gga,19gEmPjfqSZT0ulDRfjl0m,72,Bobby Shmurda,34Y0ldeyUv7jBvukWOGASO,2014,nyc rap,0.42,0.0505,0.0562,0.794,0.51,-7.314,0.18,194561,167.879,https://i.scdn.co/image/ab67616d0000b273d52e14e0595216ca453572ab,https://open.spotify.com/track/19gEmPjfqSZT0ulDRfjl0m,2014
Ready For Your Love,5wGLQvq6JoxYZX7V3ymPS5,44,Gorgon City,4VNQWV2y1E97Eqo2D5UTjx,2014,deep groove house,0.154,0.0531,0.333,0.677,0.753,-7.038,0.471,198881,121.939,https://i.scdn.co/image/ab67616d0000b2736f704961acb4b1d770411156,https://open.spotify.com/track/5wGLQvq6JoxYZX7V3ymPS5,2014
